date,pagePath,source,medium,adContent,campaign,region,city,uniquePageviews,bounces,timeOnPage,sessions,newUsers,pageviews,exits,sessionDuration,Code_Audience
03/04/2018,/welcome-high-school-students/thank-you,DBM,Display,Elliot,FY2018_Umbrella,Maine,Portland,1,0,93,0,0,1,0,0,HS - Thank You
03/04/2018,/welcome-transfer-students/thank-you,google,cpc,Transfer College,FY2018_Transfer,Erbil Governorate,(not set),1,0,16,0,0,1,0,0,CU - Thank You
03/05/2018,/welcome-high-school-students/thank-you,google,cpc,{KeyWord:Earn Your Bachelor's Degree},FY2018_Undergrad,Central Region,Kampala,1,0,53,0,0,1,0,0,HS - Thank You
03/05/2018,/welcome-transfer-students/thank-you,google,cpc,Earn Your Maine College Degree,FY2018_Transfer,Kigali City,Kigali,1,0,0,0,0,1,1,0,CU - Thank You
03/05/2018,/welcome-transfer-students/thank-you,google,cpc,Transfer College,FY2018_Transfer,Nairobi County,Nairobi,1,0,60,0,0,1,0,0,CU - Thank You
03/06/2018,/honors/thank-you-dara-jeanne-kaufman-fund,google,organic,(not set),(not set),Arizona,Sedona,1,0,0,0,0,1,1,0,NA
03/07/2018,/welcome-high-school-students/thank-you,google,cpc,{KeyWord:Earn Your Bachelor's Degree},FY2018_Undergrad,New Hampshire,Raymond,1,0,14,0,0,1,0,0,HS - Thank You
03/11/2018,/welcome-high-school-students/thank-you,google,cpc,{KeyWord:Earn Your Bachelor's Degree},FY2018_Undergrad,Massachusetts,Boston,1,0,0,0,0,1,1,0,HS - Thank You
03/11/2018,/welcome-transfer-students/thank-you,google,cpc,Transfer College,FY2018_Transfer,(not set),Casablanca,1,0,0,0,0,1,1,0,CU - Thank You
03/12/2018,/welcome-high-school-students/thank-you,Facebook,PageLink,Undergrad_ME_HS,FY2018_Undergrad,Maine,Searsport,1,0,0,0,0,1,1,0,HS - Thank You
03/12/2018,/welcome-transfer-students/thank-you,google,cpc,Transfer Your Credits,FY2018_Transfer,Maine,Sanford,1,0,37,0,0,1,0,0,CU - Thank You
03/14/2018,/welcome-transfer-students/thank-you,google,cpc,Transfer College,FY2018_Transfer,New York,New York,1,0,0,0,0,1,1,0,CU - Thank You
03/16/2018,/here/thank-you,(direct),(none),(not set),(not set),New York,New York,1,0,21,0,0,1,0,0,NA
03/16/2018,/welcome-transfer-students/thank-you,google,cpc,Transfer College,FY2018_Transfer,Maine,Kennebunk,1,0,0,0,0,1,1,0,CU - Thank You
03/17/2018,/welcome-high-school-students/thank-you,Facebook,PageLink,Undergrad_RT_HS,FY2018_Undergrad,Maine,Rockland,1,0,0,0,0,1,1,0,HS - Thank You
03/19/2018,/welcome-degree-completion-seekers/thank-you,LinkedIn,PageLink,WA,FY2018_Degree_Completion,Maine,Portland,1,0,0,0,0,1,1,0,DC - Thank You
03/19/2018,/welcome-high-school-students/thank-you,DBM,Display,Kusow,FY2018_Umbrella,Maine,Lewiston,1,0,75,0,0,1,0,0,HS - Thank You
03/20/2018,/welcome-high-school-students/thank-you,(direct),(none),(not set),(not set),Vermont,Rutland,1,0,0,0,0,1,1,0,HS - Thank You
03/20/2018,/welcome-high-school-students/thank-you,google,cpc,Undergraduate Degree Programs,FY2018_Undergrad,New Jersey,Newark,1,0,24,0,0,1,0,0,HS - Thank You
03/20/2018,/welcome-transfer-students/thank-you,google,cpc,Transfer College,FY2018_Transfer,Mid-Western Development Region,(not set),1,0,0,0,0,1,1,0,CU - Thank You
03/20/2018,/welcome-transfer-students/thank-you,google,cpc,Transfer College,FY2018_Transfer,State of Rio de Janeiro,Rio de Janeiro,1,0,0,0,0,1,1,0,CU - Thank You
03/21/2018,/welcome-degree-completion-seekers/thank-you,LinkedIn,PageLink,WA,FY2018_Degree_Completion,Maine,Portland,1,0,0,0,0,1,1,0,DC - Thank You
03/21/2018,/welcome-graduate-degree-seekers/thank-you,google,cpc,University of Southern Maine,FY2018_Graduate,Hawaii,Hilo,1,0,140,0,0,2,0,0,GR - Thank You
03/21/2018,/welcome-transfer-students/thank-you,google,cpc,Transfer College,FY2018_Transfer,Maine,Hermon,1,0,248,0,0,1,0,0,CU - Thank You
03/23/2018,/welcome-online-degree-seekers/thank-you,google,cpc,University of Southern Maine,FY2018_Online,New Hampshire,Barrington,1,0,0,0,0,1,1,0,OL - Thank You
03/25/2018,/welcome-high-school-students/thank-you,google,cpc,{KeyWord:Earn Your Bachelor's Degree},FY2018_Undergrad,New Hampshire,Nashua,1,0,38,0,0,1,0,0,HS - Thank You
03/26/2018,/welcome-transfer-students/thank-you,google,cpc,Transfer College,FY2018_Transfer,Nevada,(not set),1,0,25,0,0,2,0,0,CU - Thank You
03/27/2018,/welcome-degree-completion-seekers/thank-you,LinkedIn,PageLink,WA,FY2018_Degree_Completion,Maine,York,1,0,0,0,0,1,1,0,DC - Thank You
03/28/2018,/welcome-degree-completion-seekers/thank-you,LinkedIn,PageLink,WA,FY2018_Degree_Completion,Maine,York,1,0,0,0,0,1,1,0,DC - Thank You
03/29/2018,/welcome-high-school-students/thank-you,Facebook,PageLink,Undergrad_ME_HS,FY2018_Undergrad,Maine,Lewiston,1,0,0,0,0,1,1,0,HS - Thank You
03/29/2018,/welcome-transfer-students/thank-you,google,cpc,Transfer College,FY2018_Transfer,Maine,Orono,1,0,23,0,0,1,0,0,CU - Thank You
03/31/2018,/honors/thank-you-dara-jeanne-kaufman-fund,google,organic,(not set),(not set),New York,New York,1,1,0,1,1,1,1,0,NA
