date,source,medium,campaign,uniquePageviews,bounces,timeOnPage,sessions,newUsers,pageviews,exits,sessionDuration,Inquiry,month,Impressions,Clicks
05/18/2018,BDN,DISPLAY,FY2018_Umbrella,8,6,1093,7,5,12,7,1093,NA,2018-05,,
05/18/2018,BDN,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-05,,
05/18/2018,DBM,DISPLAY,FY2018_Umbrella,22,21,0,22,22,23,22,0,NA,2018-05,,
05/18/2018,DBM,DISPLAY,FY2018_Undergrad,3,3,0,3,3,3,3,0,NA,2018-05,,
05/18/2018,DBM,VIDEO,FY2018_Umbrella,12,11,0,12,11,15,12,0,NA,2018-05,,
05/18/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,2,2,0,2,1,2,2,0,NA,2018-05,,
05/18/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,1,1,0,1,0,1,1,0,NA,2018-05,,
05/18/2018,FACEBOOK,PAGELINK,FY2018_Graduate,2,2,0,2,0,2,2,0,NA,2018-05,,
05/18/2018,FACEBOOK,PAGELINK,FY2018_Transfer,4,2,16,3,1,4,3,16,NA,2018-05,,
05/18/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,2,2,0,2,0,2,2,0,NA,2018-05,,
05/18/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,3,2,15,3,3,4,3,15,NA,2018-05,,
05/18/2018,SJ,DISPLAY,FY2018_Umbrella,5,4,19,5,2,6,5,19,NA,2018-05,,
05/19/2018,BDN,DISPLAY,FY2018_Umbrella,6,6,0,6,5,6,6,0,NA,2018-05,,
05/19/2018,BDN,VIDEO,FY2018_Umbrella,6,5,0,6,6,7,6,0,NA,2018-05,,
05/19/2018,DBM,DISPLAY,FY2018_Umbrella,26,23,39,25,23,28,25,39,NA,2018-05,,
05/19/2018,DBM,DISPLAY,FY2018_Undergrad,13,11,0,13,12,17,13,1,NA,2018-05,,
05/19/2018,DBM,VIDEO,FY2018_Umbrella,6,6,0,6,6,6,6,0,NA,2018-05,,
05/19/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,1,1,0,1,0,1,1,0,NA,2018-05,,
05/19/2018,FACEBOOK,PAGELINK,FY2018_Graduate,1,1,0,1,0,1,1,0,NA,2018-05,,
05/19/2018,FACEBOOK,PAGELINK,FY2018_Transfer,1,1,0,1,0,1,1,0,NA,2018-05,,
05/19/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,2,2,0,2,1,2,2,0,NA,2018-05,,
05/19/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,9,4,662,5,5,17,5,660,NA,2018-05,,
05/19/2018,PANDORA,DISPLAY,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2018-05,,
05/19/2018,SJ,DISPLAY,FY2018_Umbrella,5,5,0,5,3,5,5,0,NA,2018-05,,
05/20/2018,BDN,DISPLAY,FY2018_Umbrella,10,10,0,10,8,10,10,0,NA,2018-05,,
05/20/2018,BDN,VIDEO,FY2018_Umbrella,4,4,0,4,4,4,4,0,NA,2018-05,,
05/20/2018,DBM,DISPLAY,FY2018_Umbrella,33,31,24,33,31,39,33,24,NA,2018-05,,
05/20/2018,DBM,DISPLAY,FY2018_Undergrad,6,6,0,6,4,6,6,0,NA,2018-05,,
05/20/2018,DBM,VIDEO,FY2018_Umbrella,3,2,14,3,2,4,3,14,NA,2018-05,,
05/20/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,1,1,0,1,0,1,1,0,NA,2018-05,,
05/20/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,1,1,0,1,0,1,1,0,NA,2018-05,,
05/20/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,3,3,0,3,0,3,3,0,NA,2018-05,,
05/20/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,1,1,0,1,1,1,1,0,NA,2018-05,,
05/20/2018,PANDORA,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-05,,
05/20/2018,SJ,DISPLAY,FY2018_Umbrella,11,9,101,11,8,13,11,101,NA,2018-05,,
05/21/2018,BDN,DISPLAY,FY2018_Umbrella,7,7,0,7,5,7,7,0,NA,2018-05,,
05/21/2018,BDN,VIDEO,FY2018_Umbrella,3,2,16,3,3,4,3,16,NA,2018-05,,
05/21/2018,DBM,DISPLAY,FY2018_Umbrella,36,34,1,36,34,38,36,1,NA,2018-05,,
05/21/2018,DBM,DISPLAY,FY2018_Undergrad,6,6,0,6,6,6,6,0,NA,2018-05,,
05/21/2018,DBM,VIDEO,FY2018_Umbrella,8,7,3,8,5,9,8,3,NA,2018-05,,
05/21/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,32,32,0,32,25,32,32,0,NA,2018-05,,
05/21/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,44,39,445,43,34,53,43,446,NA,2018-05,,
05/21/2018,FACEBOOK,PAGELINK,FY2018_Graduate,109,109,0,109,98,109,109,0,NA,2018-05,,
05/21/2018,FACEBOOK,PAGELINK,FY2018_Transfer,21,20,81,21,18,22,21,81,NA,2018-05,,
05/21/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,149,138,947,145,95,156,145,947,NA,2018-05,,
05/21/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,4,4,0,4,4,4,4,0,NA,2018-05,,
05/21/2018,PANDORA,DISPLAY,FY2018_Umbrella,4,0,51,2,2,5,2,51,NA,2018-05,,
05/21/2018,SJ,DISPLAY,FY2018_Umbrella,5,3,384,5,5,7,5,384,NA,2018-05,,
05/22/2018,BDN,DISPLAY,FY2018_Umbrella,6,6,0,6,5,6,6,0,NA,2018-05,,
05/22/2018,BDN,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-05,,
05/22/2018,DBM,DISPLAY,FY2018_Umbrella,26,24,138,25,24,26,25,138,NA,2018-05,,
05/22/2018,DBM,DISPLAY,FY2018_Undergrad,13,13,0,13,13,13,13,0,NA,2018-05,,
05/22/2018,DBM,VIDEO,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2018-05,,
05/22/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,47,46,504,47,38,48,47,504,NA,2018-05,,
05/22/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,53,51,11,52,38,53,52,11,NA,2018-05,,
05/22/2018,FACEBOOK,PAGELINK,FY2018_Graduate,107,96,505,102,77,123,102,505,NA,2018-05,,
05/22/2018,FACEBOOK,PAGELINK,FY2018_Transfer,34,22,1282,26,21,43,26,1281,NA,2018-05,,
05/22/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,208,186,1560,202,140,223,202,1561,NA,2018-05,,
05/22/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,10,8,133,9,8,11,9,133,NA,2018-05,,
05/22/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-05,,
05/22/2018,PANDORA,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-05,,
05/22/2018,SJ,DISPLAY,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2018-05,,
05/23/2018,BDN,DISPLAY,FY2018_Umbrella,6,5,115,6,6,8,6,115,NA,2018-05,,
05/23/2018,BDN,VIDEO,FY2018_Umbrella,10,10,0,10,9,10,10,0,NA,2018-05,,
05/23/2018,DBM,DISPLAY,FY2018_Umbrella,26,18,530,22,21,28,22,530,NA,2018-05,,
05/23/2018,DBM,DISPLAY,FY2018_Undergrad,8,8,0,8,7,8,8,0,NA,2018-05,,
05/23/2018,DBM,VIDEO,FY2018_Umbrella,5,4,13,5,5,6,5,13,NA,2018-05,,
05/23/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,39,29,411,34,22,43,34,411,NA,2018-05,,
05/23/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,62,54,2106,60,46,68,60,2105,NA,2018-05,,
05/23/2018,FACEBOOK,PAGELINK,FY2018_Graduate,154,140,1023,148,121,183,148,1022,NA,2018-05,,
05/23/2018,FACEBOOK,PAGELINK,FY2018_Stonecoast,6,6,0,6,6,6,6,0,NA,2018-05,,
05/23/2018,FACEBOOK,PAGELINK,fy2018_transfer,2,2,0,2,2,2,2,0,NA,2018-05,,
05/23/2018,FACEBOOK,PAGELINK,FY2018_Transfer,24,23,0,24,17,25,24,0,NA,2018-05,,
05/23/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,229,209,482,220,153,244,220,483,NA,2018-05,,
05/23/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,6,5,12,6,6,7,6,12,NA,2018-05,,
05/23/2018,PANDORA,DISPLAY,FY2018_Umbrella,4,2,475,3,3,6,3,475,NA,2018-05,,
05/23/2018,SJ,DISPLAY,FY2018_Umbrella,5,5,0,5,5,5,5,0,NA,2018-05,,
05/24/2018,BDN,DISPLAY,FY2018_Umbrella,6,1,392,4,4,7,4,392,NA,2018-05,,
05/24/2018,BDN,VIDEO,FY2018_Umbrella,5,4,19,5,5,6,5,19,NA,2018-05,,
05/24/2018,DBM,DISPLAY,FY2018_Umbrella,25,25,0,25,24,25,25,0,NA,2018-05,,
05/24/2018,DBM,DISPLAY,FY2018_Undergrad,5,5,0,5,5,5,5,0,NA,2018-05,,
05/24/2018,DBM,VIDEO,FY2018_Umbrella,5,5,0,5,4,5,5,0,NA,2018-05,,
05/24/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,51,45,179,49,35,54,49,179,NA,2018-05,,
05/24/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,59,56,1397,59,43,62,59,1397,NA,2018-05,,
05/24/2018,FACEBOOK,PAGELINK,FY2018_Graduate,128,115,916,123,94,143,123,918,NA,2018-05,,
05/24/2018,FACEBOOK,PAGELINK,fy2018_stonecoast,2,2,0,2,2,2,2,0,NA,2018-05,,
05/24/2018,FACEBOOK,PAGELINK,FY2018_Stonecoast,30,28,11,30,29,33,30,12,NA,2018-05,,
05/24/2018,FACEBOOK,PAGELINK,FY2018_Transfer,28,24,342,28,23,32,28,342,NA,2018-05,,
05/24/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,219,210,2991,217,151,227,217,2991,NA,2018-05,,
05/24/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,1,1,0,1,1,1,1,0,NA,2018-05,,
05/24/2018,PORTLAND_PHOENIX,DISPLAY,FY2018_Graduate,1,1,0,1,1,1,1,0,NA,2018-05,,
05/24/2018,SJ,DISPLAY,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2018-05,,
05/25/2018,BDN,DISPLAY,FY2018_Umbrella,13,11,44,12,9,13,12,44,NA,2018-05,,
05/25/2018,BDN,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-05,,
05/25/2018,DBM,DISPLAY,FY2018_Umbrella,21,20,79,21,20,22,21,79,NA,2018-05,,
05/25/2018,DBM,DISPLAY,FY2018_Undergrad,6,6,0,6,6,6,6,0,NA,2018-05,,
05/25/2018,DBM,VIDEO,FY2018_Umbrella,4,4,0,4,4,4,4,0,NA,2018-05,,
05/25/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,39,35,3164,39,28,45,39,3164,NA,2018-05,,
05/25/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,41,41,0,41,27,41,41,0,NA,2018-05,,
05/25/2018,FACEBOOK,PAGELINK,FY2018_Graduate,131,116,1554,126,101,139,126,1554,NA,2018-05,,
05/25/2018,FACEBOOK,PAGELINK,FY2018_Stonecoast,55,48,1178,54,42,62,54,1179,NA,2018-05,,
05/25/2018,FACEBOOK,PAGELINK,FY2018_Transfer,33,30,116,32,25,35,32,117,NA,2018-05,,
05/25/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,216,182,8003,203,130,248,203,8003,NA,2018-05,,
05/25/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,2,1,2,2,2,3,2,2,NA,2018-05,,
05/25/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-05,,
05/25/2018,SJ,DISPLAY,FY2018_Umbrella,1,1,0,1,0,1,1,0,NA,2018-05,,
05/26/2018,BDN,DISPLAY,FY2018_Umbrella,8,8,0,8,5,8,8,0,NA,2018-05,,
05/26/2018,BDN,VIDEO,FY2018_Umbrella,4,4,0,4,4,4,4,0,NA,2018-05,,
05/26/2018,CENTRO,DISPLAY,FY2014_Undergrad,3,0,36,1,0,4,1,36,NA,2018-05,,
05/26/2018,DBM,DISPLAY,FY2018_Umbrella,28,27,65,28,26,29,28,65,NA,2018-05,,
05/26/2018,DBM,DISPLAY,FY2018_Undergrad,8,4,1159,6,5,16,6,1159,NA,2018-05,,
05/26/2018,DBM,VIDEO,FY2018_Umbrella,3,2,7,3,2,5,3,7,NA,2018-05,,
05/26/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,39,36,1714,38,31,42,38,1713,NA,2018-05,,
05/26/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,69,66,710,69,55,73,69,710,NA,2018-05,,
05/26/2018,FACEBOOK,PAGELINK,FY2018_Graduate,136,123,1636,130,100,146,130,1638,NA,2018-05,,
05/26/2018,FACEBOOK,PAGELINK,FY2018_Stonecoast,50,44,1077,48,42,55,48,1077,NA,2018-05,,
05/26/2018,FACEBOOK,PAGELINK,FY2018_Transfer,39,36,1460,39,30,42,39,1460,NA,2018-05,,
05/26/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,237,218,2085,232,160,252,232,2086,NA,2018-05,,
05/26/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,1,1,0,1,1,1,1,0,NA,2018-05,,
05/26/2018,MULTIVIEW,DISPLAY,FY2017_Umbrella,1,1,0,1,1,1,1,0,NA,2018-05,,
05/26/2018,SJ,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2018-05,,
05/27/2018,BDN,DISPLAY,FY2018_Umbrella,8,5,46,7,6,11,7,46,NA,2018-05,,
05/27/2018,BDN,VIDEO,FY2018_Umbrella,8,7,4,8,8,9,8,4,NA,2018-05,,
05/27/2018,DBM,DISPLAY,FY2018_Umbrella,16,14,2,16,16,18,16,2,NA,2018-05,,
05/27/2018,DBM,DISPLAY,FY2018_Undergrad,9,9,0,9,8,9,9,0,NA,2018-05,,
05/27/2018,DBM,VIDEO,FY2018_Umbrella,10,9,31,10,10,11,10,31,NA,2018-05,,
05/27/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,35,34,20,35,25,36,35,20,NA,2018-05,,
05/27/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,57,48,2564,55,44,66,55,2564,NA,2018-05,,
05/27/2018,FACEBOOK,PAGELINK,FY2018_Graduate,165,153,886,163,130,176,163,886,NA,2018-05,,
05/27/2018,FACEBOOK,PAGELINK,FY2018_Stonecoast,57,48,1977,54,46,64,54,1976,NA,2018-05,,
05/27/2018,FACEBOOK,PAGELINK,FY2018_Transfer,37,36,12,37,31,38,37,12,NA,2018-05,,
05/27/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,202,182,3745,194,126,212,194,3746,NA,2018-05,,
05/27/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,11,5,335,6,6,12,6,335,NA,2018-05,,
05/27/2018,SJ,DISPLAY,FY2018_Umbrella,9,7,10,8,8,9,8,10,NA,2018-05,,
05/28/2018,BDN,DISPLAY,FY2018_Umbrella,5,5,0,5,5,5,5,0,NA,2018-05,,
05/28/2018,BDN,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-05,,
05/28/2018,DBM,DISPLAY,FY2018_Umbrella,28,22,947,27,25,33,27,947,NA,2018-05,,
05/28/2018,DBM,DISPLAY,FY2018_Undergrad,11,9,0,11,10,14,11,0,NA,2018-05,,
05/28/2018,DBM,VIDEO,FY2018_Umbrella,12,11,0,12,12,13,12,0,NA,2018-05,,
05/28/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,36,35,0,36,30,37,36,0,NA,2018-05,,
05/28/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,58,51,1507,58,43,71,58,1506,NA,2018-05,,
05/28/2018,FACEBOOK,PAGELINK,FY2018_Graduate,133,123,633,130,99,138,130,633,NA,2018-05,,
05/28/2018,FACEBOOK,PAGELINK,FY2018_Stonecoast,44,41,131,44,35,56,44,130,NA,2018-05,,
05/28/2018,FACEBOOK,PAGELINK,FY2018_Transfer,48,42,3071,46,36,51,46,3071,NA,2018-05,,
05/28/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,214,199,1268,209,139,226,209,1267,NA,2018-05,,
05/28/2018,FACEBOOK,PAGELINK,FY2018_Undergradporn,1,1,0,1,1,1,1,0,NA,2018-05,,
05/28/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,8,8,0,8,7,8,8,0,NA,2018-05,,
05/28/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,0,1,1,0,NA,2018-05,,
05/28/2018,SJ,DISPLAY,FY2018_Umbrella,7,5,17,7,5,10,7,17,NA,2018-05,,
05/29/2018,BDN,DISPLAY,FY2018_Umbrella,9,7,28,8,7,9,8,28,NA,2018-05,,
05/29/2018,BDN,VIDEO,FY2018_Umbrella,7,7,0,7,7,7,7,0,NA,2018-05,,
05/29/2018,DBM,DISPLAY,FY2018_Umbrella,19,18,0,19,18,21,19,0,NA,2018-05,,
05/29/2018,DBM,DISPLAY,FY2018_Undergrad,9,8,392,9,8,10,9,392,NA,2018-05,,
05/29/2018,DBM,VIDEO,FY2018_Umbrella,9,9,0,9,4,9,9,0,NA,2018-05,,
05/29/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,26,26,0,26,20,26,26,0,NA,2018-05,,
05/29/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,61,51,1333,59,50,73,59,1334,NA,2018-05,,
05/29/2018,FACEBOOK,PAGELINK,FY2018_Graduate,147,131,2696,136,105,165,136,2695,NA,2018-05,,
05/29/2018,FACEBOOK,PAGELINK,FY2018_Stonecoast,50,45,939,48,40,54,48,940,NA,2018-05,,
05/29/2018,FACEBOOK,PAGELINK,FY2018_Transfer,33,30,13,32,24,35,32,13,NA,2018-05,,
05/29/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,209,194,3881,204,138,216,204,3880,NA,2018-05,,
05/29/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,3,3,0,3,3,3,3,0,NA,2018-05,,
05/29/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-05,,
05/29/2018,SJ,DISPLAY,FY2018_Umbrella,9,8,0,9,7,10,9,0,NA,2018-05,,
05/30/2018,BDN,DISPLAY,FY2018_Umbrella,8,8,0,8,6,8,8,0,NA,2018-05,,
05/30/2018,BDN,VIDEO,FY2018_Umbrella,3,2,6,3,3,4,3,6,NA,2018-05,,
05/30/2018,DBM,DISPLAY,FY2018_Umbrella,12,10,34,11,9,13,11,35,NA,2018-05,,
05/30/2018,DBM,DISPLAY,FY2018_Undergrad,7,7,0,7,5,7,7,0,NA,2018-05,,
05/30/2018,DBM,VIDEO,FY2018_Umbrella,5,3,29,5,5,9,5,30,NA,2018-05,,
05/30/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,33,25,1259,30,22,42,30,1259,NA,2018-05,,
05/30/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,57,53,294,56,44,60,56,294,NA,2018-05,,
05/30/2018,FACEBOOK,PAGELINK,FY2018_Graduate,125,119,359,124,88,129,124,359,NA,2018-05,,
05/30/2018,FACEBOOK,PAGELINK,FY2018_Stonecoast,35,33,32,35,30,38,35,33,NA,2018-05,,
05/30/2018,FACEBOOK,PAGELINK,FY2018_Transfer,30,28,308,30,19,32,30,308,NA,2018-05,,
05/30/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,214,205,1398,214,134,225,214,1397,NA,2018-05,,
05/30/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,4,3,1,4,4,6,4,1,NA,2018-05,,
05/30/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-05,,
05/30/2018,SJ,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2018-05,,
05/31/2018,BDN,DISPLAY,FY2018_Umbrella,11,5,2354,7,5,18,7,2353,NA,2018-05,,
05/31/2018,BDN,VIDEO,FY2018_Umbrella,6,3,14,6,6,9,6,14,NA,2018-05,,
05/31/2018,DBM,DISPLAY,FY2018_Umbrella,10,7,97,10,8,14,10,97,NA,2018-05,,
05/31/2018,DBM,DISPLAY,FY2018_Undergrad,9,9,0,9,8,9,9,0,NA,2018-05,,
05/31/2018,DBM,VIDEO,FY2018_Umbrella,7,7,0,7,7,7,7,0,NA,2018-05,,
05/31/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,81,76,90,81,69,86,81,90,NA,2018-05,,
05/31/2018,FACEBOOK,PAGELINK,FY2018_Graduate,145,129,3410,140,103,158,140,3410,NA,2018-05,,
05/31/2018,FACEBOOK,PAGELINK,FY2018_Stonecoast,54,54,0,54,42,54,54,0,NA,2018-05,,
05/31/2018,FACEBOOK,PAGELINK,FY2018_Transfer,47,43,59,45,35,48,45,59,NA,2018-05,,
05/31/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,237,224,1682,234,152,246,234,1682,NA,2018-05,,
05/31/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,5,5,0,5,5,5,5,0,NA,2018-05,,
05/31/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,0,1,1,0,NA,2018-05,,
05/31/2018,SJ,DISPLAY,FY2018_Umbrella,3,3,0,3,1,3,3,0,NA,2018-05,,
06/01/2018,BDN,DISPLAY,FY2018_Umbrella,12,9,447,11,7,13,11,447,NA,2018-06,,
06/01/2018,DBM,DISPLAY,FY2018_Umbrella,16,14,13,15,14,16,15,13,NA,2018-06,,
06/01/2018,DBM,DISPLAY,FY2018_Undergrad,9,9,0,9,9,9,9,0,NA,2018-06,,
06/01/2018,DBM,VIDEO,FY2018_Umbrella,6,6,0,6,6,6,6,0,NA,2018-06,,
06/01/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,83,73,3563,81,60,96,81,3561,NA,2018-06,,
06/01/2018,FACEBOOK,PAGELINK,FY2018_Graduate,157,149,239,154,109,161,154,239,NA,2018-06,,
06/01/2018,FACEBOOK,PAGELINK,FY2018_Stonecoast,53,45,1233,49,40,55,49,1234,NA,2018-06,,
06/01/2018,FACEBOOK,PAGELINK,FY2018_Transfer,38,35,1077,38,26,43,38,1077,NA,2018-06,,
06/01/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,216,183,3994,202,114,253,202,3993,NA,2018-06,,
06/01/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,5,4,4,5,4,6,5,4,NA,2018-06,,
06/01/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-06,,
06/01/2018,SJ,DISPLAY,FY2018_Umbrella,4,4,0,4,4,4,4,0,NA,2018-06,,
06/02/2018,BDN,DISPLAY,FY2018_Umbrella,17,13,187,14,8,22,14,185,NA,2018-06,,
06/02/2018,BDN,VIDEO,FY2018_Umbrella,7,6,0,7,6,8,7,0,NA,2018-06,,
06/02/2018,DBM,DISPLAY,FY2018_Umbrella,12,11,103,12,10,13,12,103,NA,2018-06,,
06/02/2018,DBM,DISPLAY,FY2018_Undergrad,9,3,157,5,5,10,5,156,NA,2018-06,,
06/02/2018,DBM,VIDEO,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2018-06,,
06/02/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,1,1,0,1,0,1,1,0,NA,2018-06,,
06/02/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,80,71,2849,79,69,91,79,2850,NA,2018-06,,
06/02/2018,FACEBOOK,PAGELINK,FY2018_Graduate,163,152,4732,161,124,178,161,4734,NA,2018-06,,
06/02/2018,FACEBOOK,PAGELINK,FY2018_Stonecoast,86,66,784,71,53,106,71,787,NA,2018-06,,
06/02/2018,FACEBOOK,PAGELINK,FY2018_Transfer,41,38,241,40,32,42,40,241,NA,2018-06,,
06/02/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,266,248,4686,261,155,281,261,4685,NA,2018-06,,
06/02/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,5,5,0,5,3,5,5,0,NA,2018-06,,
06/02/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-06,,
06/02/2018,SJ,DISPLAY,FY2018_Umbrella,4,4,0,4,3,4,4,0,NA,2018-06,,
06/03/2018,BDN,DISPLAY,FY2018_Umbrella,6,4,64,5,4,9,5,64,NA,2018-06,,
06/03/2018,BDN,VIDEO,FY2018_Umbrella,7,6,0,7,7,8,7,0,NA,2018-06,,
06/03/2018,DBM,DISPLAY,FY2018_Umbrella,16,11,2429,15,12,23,15,2430,NA,2018-06,,
06/03/2018,DBM,DISPLAY,FY2018_Undergrad,8,8,0,8,8,8,8,0,NA,2018-06,,
06/03/2018,DBM,VIDEO,FY2018_Umbrella,2,2,0,2,1,2,2,0,NA,2018-06,,
06/03/2018,FACEBOOK,PAGELINK,FY2017_Undergrad,1,1,0,1,0,1,1,0,NA,2018-06,,
06/03/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,77,65,2648,74,54,90,74,2647,NA,2018-06,,
06/03/2018,FACEBOOK,PAGELINK,FY2018_Graduate,160,152,1488,158,104,165,158,1488,NA,2018-06,,
06/03/2018,FACEBOOK,PAGELINK,FY2018_Stonecoast,68,61,2740,67,47,73,67,2740,NA,2018-06,,
06/03/2018,FACEBOOK,PAGELINK,FY2018_Transfer,48,46,1164,48,36,51,48,1164,NA,2018-06,,
06/03/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,259,232,3656,252,158,345,252,3658,NA,2018-06,,
06/03/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,2,2,0,2,2,2,2,0,NA,2018-06,,
06/03/2018,MAINETODAY,DISPLAY,FY2018_Umbrella,2,1,0,2,2,3,2,0,NA,2018-06,,
06/03/2018,SJ,DISPLAY,FY2018_Umbrella,8,7,6,8,7,12,8,6,NA,2018-06,,
06/04/2018,BDN,DISPLAY,FY2018_Umbrella,9,7,5,8,5,9,8,5,NA,2018-06,,
06/04/2018,BDN,VIDEO,FY2018_Umbrella,6,3,36,5,4,8,5,35,NA,2018-06,,
06/04/2018,DBM,DISPLAY,FY2018_Umbrella,16,14,1,16,13,19,16,1,NA,2018-06,,
06/04/2018,DBM,DISPLAY,FY2018_Undergrad,8,7,0,8,8,9,8,0,NA,2018-06,,
06/04/2018,DBM,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2018-06,,
06/04/2018,FACEBOOK,PAGELINK,FY2018_Degree_Completion,61,57,1864,61,42,65,61,1864,NA,2018-06,,
06/04/2018,FACEBOOK,PAGELINK,FY2018_Graduate,157,133,4440,149,101,177,149,4437,NA,2018-06,,
06/04/2018,FACEBOOK,PAGELINK,FY2018_Stonecoast,72,63,833,68,52,101,68,832,NA,2018-06,,
06/04/2018,FACEBOOK,PAGELINK,FY2018_Transfer,34,34,0,34,25,34,34,0,NA,2018-06,,
06/04/2018,FACEBOOK,PAGELINK,FY2018_Undergrad,234,209,3362,226,129,247,226,3363,NA,2018-06,,
06/04/2018,MAINETODAY,DISPLAY,FY2018_Degree_Completion,9,4,230,5,4,13,5,230,NA,2018-06,,
