date,source,medium,campaign,uniquePageviews,bounces,timeOnPage,sessions,newUsers,pageviews,exits,sessionDuration,Inquiry,month,Impressions,Clicks
07/01/2017,,,,,,,,,,,,,2017-07,"53,548",423
08/01/2017,,,,,,,,,,,,,2017-08,"1,012,506",2734
09/01/2017,,,,,,,,,,,,,2017-09,"3,641,423",8375
10/01/2017,,,,,,,,,,,,,2017-10,"4,073,723",8962
11/01/2017,,,,,,,,,,,,,2017-11,"3,692,112",7384
12/01/2017,,,,,,,,,,,,,2017-12,"3,140,407",8793
01/01/2018,,,,,,,,,,,,,2018-01,"2,792,095",3351
02/01/2018,,,,,,,,,,,,,2018-02,"2,543,547",3052
03/01/2018,,,,,,,,,,,,,2018-03,"8,631,800",7769
04/01/2018,,,,,,,,,,,,,2018-04,"14,558,073",21837
05/01/2018,,,,,,,,,,,,,2018-05,"12,511,991",23773
06/01/2018,,,,,,,,,,,,,2018-06,"6,578,547",24998
07/01/2018,,,,,,,,,,,,,2018-07,"841,582",7238
08/01/2018,,,,,,,,,,,,,2018-08,"2,396,845",12703
09/01/2018,,,,,,,,,,,,,2018-09,"5,873,160",18794
10/01/2018,,,,,,,,,,,,,2018-10,"5,330,790",20257
11/01/2018,,,,,,,,,,,,,2018-11,"3,638,019",14188
12/01/2018,,,,,,,,,,,,,2018-12,"3,062,204",8880
01/01/2019,,,,,,,,,,,,,2019-01,"2,567,466",8986
02/01/2019,,,,,,,,,,,,,2019-02,"2,499,639",7499
03/01/2019,,,,,,,,,,,,,2019-03,"3,158,649",10108
04/01/2019,,,,,,,,,,,,,2019-04,"2,224,927",7787
05/01/2019,,,,,,,,,,,,,2019-05,,
06/01/2019,,,,,,,,,,,,,2019-06,,
07/01/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,1,1,0,1,1,1,1,0,NA,2017-07,,
07/01/2017,FACEBOOK,PAGELINK,FY2017_Transfer,4,0,583,1,0,7,1,583,NA,2017-07,,
07/01/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,1,1,0,1,0,1,1,0,NA,2017-07,,
07/01/2017,google,cpc,FY2017_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2017-07,,
07/01/2017,google,cpc,FY2017_Undergrad,1,0,30,0,0,1,0,0,HS - Thank You,2017-07,,
07/01/2017,TWITTER,SOCIAL,FY2017_Undergrad,1,1,0,1,1,1,1,0,NA,2017-07,,
07/03/2017,DBM,DISPLAY,FY2017_Umbrella,4,0,87,1,0,4,1,88,NA,2017-07,,
07/03/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,2,2,0,2,0,2,2,0,NA,2017-07,,
07/03/2017,google,cpc,FY2017_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2017-07,,
07/04/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,1,1,0,1,0,1,1,0,NA,2017-07,,
07/04/2017,google,cpc,FY2017_Graduate,1,0,0,0,0,1,1,0,GR - Thank You,2017-07,,
07/04/2017,google,cpc,FY2017_Transfer,1,0,72,0,0,1,0,0,CU - Thank You,2017-07,,
07/04/2017,TWITTER,SOCIAL,FY2017_Undergrad,1,1,0,1,0,1,1,0,NA,2017-07,,
07/05/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,1,1,0,1,1,1,1,0,NA,2017-07,,
07/05/2017,google,cpc,FY2017_Undergrad,1,0,26,0,0,1,0,0,HS - Thank You,2017-07,,
07/06/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,1,0,857,1,0,2,1,857,NA,2017-07,,
07/06/2017,google,cpc,FY2017_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2017-07,,
07/06/2017,google,cpc,FY2017_Undergrad,1,0,9,0,0,1,0,0,HS - Thank You,2017-07,,
07/08/2017,DBM,DISPLAY,FY2017_Umbrella,1,0,8,1,0,1,1,8,NA,2017-07,,
07/08/2017,FACEBOOK,PAGELINK,FY2017_Courses,1,1,0,1,1,1,1,0,NA,2017-07,,
07/08/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,2,1,504,2,0,3,2,504,NA,2017-07,,
07/08/2017,google,cpc,FY2017_Undergrad,1,0,7,0,0,1,0,0,HS - Thank You,2017-07,,
07/09/2017,DBM,DISPLAY,FY2017_Umbrella,30,1,1730,2,1,48,2,1732,NA,2017-07,,
07/09/2017,FACEBOOK,PAGELINK,FY2017_Courses,5,0,87,1,0,7,1,87,NA,2017-07,,
07/09/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,2,2,0,2,0,2,2,0,NA,2017-07,,
07/09/2017,google,cpc,FY2017_Undergrad,1,0,7,0,0,1,0,0,HS - Thank You,2017-07,,
07/10/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,1,1,0,1,1,1,1,0,NA,2017-07,,
07/10/2017,google,cpc,FY2017_Transfer,1,0,43,0,0,1,0,0,CU - Thank You,2017-07,,
07/10/2017,SPOTIFY,AUDIO,FY2017_Umbrella,1,1,0,1,1,1,1,0,NA,2017-07,,
07/11/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,7,7,0,7,7,7,7,0,NA,2017-07,,
07/11/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,5,5,0,5,5,5,5,0,NA,2017-07,,
07/11/2017,google,cpc,FY2017_Graduate,1,0,31,0,0,2,1,0,GR - Thank You,2017-07,,
07/11/2017,google,cpc,FY2017_Undergrad,1,0,86,0,0,1,0,0,HS - Thank You,2017-07,,
07/11/2017,INSTAGRAM,NEWSFEED_LINK,FY2017_Undergrad,2,2,0,2,2,2,2,0,NA,2017-07,,
07/12/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,2,0,2,2,2,2,0,NA,2017-07,,
07/13/2017,DBM,DISPLAY,FY2017_Umbrella,1,1,0,1,1,1,1,0,NA,2017-07,,
07/13/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,9,9,0,9,8,9,9,0,NA,2017-07,,
07/13/2017,FACEBOOK,PAGELINK,FY2017_Transfer,1,1,0,1,1,1,1,0,NA,2017-07,,
07/13/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,1,1,0,1,0,1,1,0,NA,2017-07,,
07/13/2017,google,cpc,FY2017_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2017-07,,
07/13/2017,google,cpc,FY2017_Undergrad,1,0,99,0,0,1,0,0,HS - Thank You,2017-07,,
07/14/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,5,5,0,5,5,5,5,0,NA,2017-07,,
07/14/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,3,3,0,3,2,3,3,0,NA,2017-07,,
07/14/2017,TWITTER,SOCIAL,FY2017_Undergrad,1,1,0,1,1,1,1,0,NA,2017-07,,
07/15/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,7,7,0,7,2,7,7,0,NA,2017-07,,
07/15/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,2,2,0,2,2,2,2,0,NA,2017-07,,
07/16/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,6,6,0,6,5,6,6,0,NA,2017-07,,
07/16/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,4,3,929,4,2,5,4,929,NA,2017-07,,
07/16/2017,google,cpc,FY2017_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2017-07,,
07/16/2017,INSTAGRAM,NEWSFEED_LINK,FY2017_Undergrad,1,1,0,1,1,1,1,0,NA,2017-07,,
07/17/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,6,6,0,6,4,6,6,0,NA,2017-07,,
07/17/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,1,1,0,1,1,1,1,0,NA,2017-07,,
07/18/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,5,5,0,5,5,5,5,0,NA,2017-07,,
07/18/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,2,2,0,2,2,2,2,0,NA,2017-07,,
07/19/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,7,7,0,7,6,7,7,0,NA,2017-07,,
07/19/2017,FACEBOOK,PAGELINK,FY2017_Transfer,2,2,0,2,0,2,2,0,NA,2017-07,,
07/19/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,4,2,777,3,1,5,3,777,NA,2017-07,,
07/19/2017,google,cpc,FY2017_Transfer,1,1,0,1,0,1,1,0,CU - Thank You,2017-07,,
07/20/2017,DBM,DISPLAY,FY2017_Umbrella,4,1,594,2,0,6,2,595,NA,2017-07,,
07/20/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,5,5,0,5,4,5,5,0,NA,2017-07,,
07/20/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,5,4,1,5,2,7,5,1,NA,2017-07,,
07/21/2017,DBM,DISPLAY,FY2017_Umbrella,3,0,59,1,0,4,1,60,NA,2017-07,,
07/21/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,2,0,2,2,2,2,0,NA,2017-07,,
07/21/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,4,2,183,3,3,5,3,183,NA,2017-07,,
07/22/2017,DBM,DISPLAY,FY2017_Umbrella,1,1,0,1,0,1,1,0,NA,2017-07,,
07/22/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,3,2,123,3,1,4,3,123,NA,2017-07,,
07/22/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,3,3,0,3,1,3,3,0,NA,2017-07,,
07/23/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,3,3,0,3,1,3,3,0,NA,2017-07,,
07/23/2017,FACEBOOK,PAGELINK,FY2017_Graduate,1,1,0,1,1,1,1,0,NA,2017-07,,
07/23/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,3,1,0,2,1,5,2,0,NA,2017-07,,
07/24/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,2,0,2,2,2,2,0,NA,2017-07,,
07/24/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,9,8,12,9,6,10,9,12,NA,2017-07,,
07/25/2017,DBM,DISPLAY,FY2017_Umbrella,1,1,0,1,0,1,1,0,NA,2017-07,,
07/25/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,1,10,2,2,3,2,10,NA,2017-07,,
07/25/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,5,5,0,5,2,5,5,0,NA,2017-07,,
07/26/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,6,6,0,6,5,6,6,0,NA,2017-07,,
07/26/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,3,3,0,3,1,3,3,0,NA,2017-07,,
07/27/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,6,6,0,6,5,6,6,0,NA,2017-07,,
07/27/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,4,4,0,4,4,4,4,0,NA,2017-07,,
07/27/2017,google,cpc,FY2017_Undergrad,1,0,53,0,0,1,0,0,HS - Thank You,2017-07,,
07/28/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,6,6,0,6,3,6,6,0,NA,2017-07,,
07/28/2017,FACEBOOK,PAGELINK,FY2017_Transfer,1,1,0,1,0,1,1,0,NA,2017-07,,
07/28/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,4,4,0,4,2,4,4,0,NA,2017-07,,
07/29/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,4,4,0,4,2,4,4,0,NA,2017-07,,
07/29/2017,FACEBOOK,PAGELINK,FY2017_Transfer,1,1,0,1,0,1,1,0,NA,2017-07,,
07/29/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,4,4,0,4,2,4,4,0,NA,2017-07,,
07/29/2017,google,cpc,FY2017_Graduate,1,0,24,0,0,2,0,0,GR - Thank You,2017-07,,
07/29/2017,google,cpc,FY2017_Undergrad,1,0,35,0,0,1,0,0,HS - Thank You,2017-07,,
07/30/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,6,4,71,5,4,6,5,71,NA,2017-07,,
07/30/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,2,2,0,2,0,2,2,0,NA,2017-07,,
07/31/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,3,3,0,3,3,3,3,0,NA,2017-07,,
07/31/2017,FACEBOOK,PAGELINK,FY2017_Transfer,4,1,210,2,0,4,2,210,NA,2017-07,,
07/31/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,2,2,0,2,1,2,2,0,NA,2017-07,,
07/31/2017,google,cpc,FY2017_Undergrad,1,0,16,0,0,1,0,0,HS - Thank You,2017-07,,
08/01/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,10,10,0,10,9,10,10,0,NA,2017-08,,
08/01/2017,FACEBOOK,PAGELINK,FY2017_Transfer,1,0,950,1,0,3,1,950,NA,2017-08,,
08/01/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,1,1,0,1,0,1,1,0,NA,2017-08,,
08/02/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,7,7,0,7,6,7,7,0,NA,2017-08,,
08/02/2017,FACEBOOK,PAGELINK,FY2017_Transfer,1,0,0,1,0,1,1,0,NA,2017-08,,
08/03/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,8,5,397,7,3,10,7,397,NA,2017-08,,
08/03/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,1,0,10,1,1,2,1,10,NA,2017-08,,
08/03/2017,SPOTIFY,AUDIO,FY2017_Umbrella,1,1,0,1,1,1,1,0,NA,2017-08,,
08/04/2017,FACEBOOK,NEWSFEED,FY2014_DegreeCompletion,2,2,0,2,2,2,2,0,NA,2017-08,,
08/04/2017,FACEBOOK,NEWSFEED,FY2014_Undergrad,3,3,0,3,3,3,3,0,NA,2017-08,,
08/04/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,11,9,17,10,8,11,10,17,NA,2017-08,,
08/04/2017,FACEBOOK,PAGELINK,FY2017_Degree_Completion,1,0,366,1,0,2,1,366,NA,2017-08,,
08/04/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,3,3,0,3,1,3,3,0,NA,2017-08,,
08/04/2017,FACEBOOK,RIGHT_RAIL,FY2014_DegreeCompletion,6,6,0,6,6,6,6,0,NA,2017-08,,
08/04/2017,FACEBOOK,RIGHT_RAIL,FY2014_Undergrad,6,6,0,6,6,6,6,0,NA,2017-08,,
08/05/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,9,6,168,7,5,10,7,169,NA,2017-08,,
08/05/2017,FACEBOOK,PAGELINK,FY2017_Transfer,1,1,0,1,0,1,1,0,NA,2017-08,,
08/05/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,2,2,0,2,0,2,2,0,NA,2017-08,,
08/06/2017,FACEBOOK,NEWSFEED,fy2014_degreecompletion,2,2,0,2,2,2,2,0,NA,2017-08,,
08/06/2017,FACEBOOK,NEWSFEED,fy2014_undergrad,2,2,0,2,2,2,2,0,NA,2017-08,,
08/06/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,5,5,0,5,5,5,5,0,NA,2017-08,,
08/06/2017,FACEBOOK,PAGELINK,FY2017_Transfer,1,1,0,1,0,1,1,0,NA,2017-08,,
08/06/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,2,2,0,2,0,2,2,0,NA,2017-08,,
08/06/2017,FACEBOOK,RIGHT_RAIL,fy2014_degreecompletion,2,2,0,2,2,2,2,0,NA,2017-08,,
08/06/2017,FACEBOOK,RIGHT_RAIL,fy2014_undergrad,2,2,0,2,2,2,2,0,NA,2017-08,,
08/07/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,10,9,5,10,8,11,10,5,NA,2017-08,,
08/07/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,4,2,43,4,0,6,4,43,NA,2017-08,,
08/08/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,8,5,192,7,5,9,7,192,NA,2017-08,,
08/08/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,2,0,1464,1,0,3,1,1463,NA,2017-08,,
08/09/2017,DBM,DISPLAY,FY2017_Umbrella,2,2,0,2,0,2,2,0,NA,2017-08,,
08/09/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,8,8,0,8,7,8,8,0,NA,2017-08,,
08/09/2017,INSTAGRAM,NEWSFEED_LINK,FY2017_Undergrad,2,0,33,1,1,2,1,33,NA,2017-08,,
08/10/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,10,9,56,10,9,11,10,56,NA,2017-08,,
08/11/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,7,7,0,7,7,7,7,0,NA,2017-08,,
08/12/2017,DBM,DISPLAY,FY2017_Umbrella,1,0,10,1,0,1,1,10,NA,2017-08,,
08/12/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,9,7,32,8,7,9,8,32,NA,2017-08,,
08/12/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,1,1,0,1,0,1,1,0,NA,2017-08,,
08/12/2017,INSTAGRAM,NEWSFEED_LINK,FY2017_Undergrad,1,1,0,1,1,1,1,0,NA,2017-08,,
08/13/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,7,6,37,7,5,8,7,37,NA,2017-08,,
08/13/2017,INSTAGRAM,NEWSFEED_LINK,FY2017_Undergrad,1,1,0,1,1,1,1,0,NA,2017-08,,
08/14/2017,DBM,DISPLAY,FY2017_Umbrella,3,0,26,1,0,3,1,26,NA,2017-08,,
08/14/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,13,11,191,13,8,15,13,191,NA,2017-08,,
08/14/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,2,2,0,2,0,2,2,0,NA,2017-08,,
08/15/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,3,3,0,3,2,3,3,0,NA,2017-08,,
08/15/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,4,3,25,4,0,6,4,26,NA,2017-08,,
08/15/2017,FACEBOOK,PAGELINK,FY2018_Transfer,2,2,0,2,2,2,2,0,NA,2017-08,,
08/15/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,3,3,0,3,3,3,3,0,NA,2017-08,,
08/15/2017,google,cpc,FY2018_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2017-08,,
08/15/2017,INSTAGRAM,PAGELINK,FY2018_Transfer,3,3,0,3,3,3,3,0,NA,2017-08,,
08/15/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,3,3,0,3,3,3,3,0,NA,2017-08,,
08/16/2017,DBM,DISPLAY,FY2017_Umbrella,1,0,321,1,0,2,1,321,NA,2017-08,,
08/16/2017,Facebook,PageLink,FY2018_Undergrad,1,0,1694,0,0,5,0,0,HS - Thank You,2017-08,,
08/16/2017,FACEBOOK,LEADGEN,FY2018_Transfer,2,1,365,2,0,4,2,366,NA,2017-08,,
08/16/2017,FACEBOOK,PAGELINK,fy2018_transfer,2,2,0,2,2,2,2,0,NA,2017-08,,
08/16/2017,FACEBOOK,PAGELINK,FY2018_Transfer,6,4,599,6,2,25,6,599,NA,2017-08,,
08/16/2017,FACEBOOK,PAGELINK,fy2018_undergrad,2,2,0,2,2,2,2,0,NA,2017-08,,
08/16/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,15,6,4165,12,7,38,12,4165,NA,2017-08,,
08/16/2017,google,cpc,FY2018_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2017-08,,
08/16/2017,INSTAGR,PAGELINK,FY2018_Undergrad,2,2,0,2,2,2,2,0,NA,2017-08,,
08/16/2017,INSTAGRAM,PAGELINK,fy2018_transfer,2,2,0,2,2,2,2,0,NA,2017-08,,
08/16/2017,INSTAGRAM,PAGELINK,FY2018_Transfer,1,1,0,1,0,1,1,0,NA,2017-08,,
08/16/2017,INSTAGRAM,PAGELINK,fy2018_undergrad,2,1,3,2,2,3,2,3,NA,2017-08,,
08/17/2017,DBM,DISPLAY,FY2018_Umbrella,41,18,364,27,26,58,27,363,NA,2017-08,,
08/17/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,1,1,0,1,0,1,1,0,NA,2017-08,,
08/17/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,2,2,0,2,0,2,2,0,NA,2017-08,,
08/17/2017,FACEBOOK,PAGELINK,FY2018_Transfer,5,5,0,5,5,5,5,0,NA,2017-08,,
08/17/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,20,18,15,19,15,23,19,14,NA,2017-08,,
08/17/2017,google,cpc,FY2018_Undergrad,1,0,27,0,0,1,0,0,HS - Thank You,2017-08,,
08/17/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,2,2,0,2,2,2,2,0,NA,2017-08,,
08/18/2017,DBM,DISPLAY,FY2018_Umbrella,35,27,504,33,31,43,33,505,NA,2017-08,,
08/18/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,2,0,2,0,2,2,0,NA,2017-08,,
08/18/2017,FACEBOOK,PAGELINK,FY2018_Transfer,9,7,2,9,9,11,9,2,NA,2017-08,,
08/18/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,42,39,1434,42,33,45,42,1434,NA,2017-08,,
08/18/2017,google,cpc,FY2018_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2017-08,,
08/18/2017,google,cpc,FY2018_Undergrad,1,0,100,0,0,1,0,0,HS - Thank You,2017-08,,
08/18/2017,google,cpc,FY2018_Undergrad,1,0,843,1,0,1,0,1030,HS - Thank You,2017-08,,
08/18/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,1,1,0,1,1,1,1,0,NA,2017-08,,
08/18/2017,N9515.1355588DOUBLECLICK.COMBI25,DISPLAY,FY2017_Umbrella,1,1,0,1,1,1,1,0,NA,2017-08,,
08/19/2017,DBM,DISPLAY,FY2018_Umbrella,23,19,91,23,23,32,23,92,NA,2017-08,,
08/19/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,1,1,0,1,0,1,1,0,NA,2017-08,,
08/19/2017,FACEBOOK,PAGELINK,FY2017_Transfer,1,1,0,1,0,1,1,0,NA,2017-08,,
08/19/2017,FACEBOOK,PAGELINK,FY2018_Transfer,5,5,0,5,5,5,5,0,NA,2017-08,,
08/19/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,47,47,0,47,37,47,47,0,NA,2017-08,,
08/19/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,8,1,117,2,2,8,2,116,NA,2017-08,,
08/19/2017,N9515.1355588DOUBLECLICK.COMBI25,DISPLAY,FY2017_Umbrella,2,2,0,2,2,2,2,0,NA,2017-08,,
08/20/2017,DBM,DISPLAY,FY2017_Umbrella,1,1,0,1,0,1,1,0,NA,2017-08,,
08/20/2017,DBM,DISPLAY,FY2018_Umbrella,34,33,11,34,33,35,34,11,NA,2017-08,,
08/20/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,3,1,425,2,0,4,2,424,NA,2017-08,,
08/20/2017,FACEBOOK,PAGELINK,FY2017_Transfer,1,1,0,1,0,1,1,0,NA,2017-08,,
08/20/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,1,1,0,1,0,1,1,0,NA,2017-08,,
08/20/2017,FACEBOOK,PAGELINK,FY2018_Transfer,13,13,0,13,12,13,13,0,NA,2017-08,,
08/20/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,38,32,208,35,28,43,35,209,NA,2017-08,,
08/20/2017,google,cpc,FY2018_Transfer,1,0,10,0,0,1,0,0,CU - Thank You,2017-08,,
08/21/2017,DBM,DISPLAY,FY2017_Umbrella,1,0,8,1,0,1,1,8,NA,2017-08,,
08/21/2017,DBM,DISPLAY,FY2018_Umbrella,25,19,70,25,16,32,25,71,NA,2017-08,,
08/21/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,2,0,2,0,2,2,0,NA,2017-08,,
08/21/2017,FACEBOOK,PAGELINK,FY2018_Transfer,15,14,30,15,12,16,15,30,NA,2017-08,,
08/21/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,28,27,370,28,24,29,28,370,NA,2017-08,,
08/21/2017,google,cpc,FY2018_Graduate,1,0,0,0,0,1,1,0,GR - Thank You,2017-08,,
08/21/2017,N9515.1355588DOUBLECLICK.COMBI25,DISPLAY,FY2017_Umbrella,1,0,0,1,1,2,1,0,NA,2017-08,,
08/22/2017,DBM,DISPLAY,FY2018_Umbrella,22,11,286,13,10,23,13,287,NA,2017-08,,
08/22/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,2,0,2,0,2,2,0,NA,2017-08,,
08/22/2017,FACEBOOK,PAGELINK,FY2018_Transfer,12,12,0,12,11,12,12,0,NA,2017-08,,
08/22/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,34,30,50,33,27,37,33,50,NA,2017-08,,
08/22/2017,google,cpc,FY2018_Graduate,1,0,16,0,0,1,0,0,GR - Thank You,2017-08,,
08/22/2017,google,cpc,FY2018_Graduate,1,0,48,0,0,2,0,0,GR - Thank You,2017-08,,
08/22/2017,N9515.1355588DOUBLECLICK.COMBI25,DISPLAY,FY2017_Umbrella,3,3,0,3,3,3,3,0,NA,2017-08,,
08/22/2017,YOUTUBE,VIDEO,FY2018_Video,1,0,41,1,0,2,1,41,NA,2017-08,,
08/22/2017,YOUTUBE,VIDEO,FY2018_YouTube,1,1,0,1,1,1,1,0,NA,2017-08,,
08/23/2017,DBM,DISPLAY,FY2017_Umbrella,1,1,0,1,0,1,1,0,NA,2017-08,,
08/23/2017,DBM,DISPLAY,FY2018_Umbrella,14,13,0,14,14,16,14,0,NA,2017-08,,
08/23/2017,DBM,VIDEO,FY2018_Umbrella,5,3,215,4,4,5,4,215,NA,2017-08,,
08/23/2017,FACEBOOK,PAGELINK,FY2017_Courses,2,0,7,1,0,2,1,7,NA,2017-08,,
08/23/2017,FACEBOOK,PAGELINK,FY2018_Transfer,4,3,326,4,4,5,4,326,NA,2017-08,,
08/23/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,19,13,237,16,12,21,16,238,NA,2017-08,,
08/23/2017,google,cpc,FY2018_Transfer,1,0,10,0,0,1,0,0,CU - Thank You,2017-08,,
08/23/2017,INSTAGRAM,PAGELINK,FY2018_Transfer,1,1,0,1,1,1,1,0,NA,2017-08,,
08/23/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,3,3,0,3,3,3,3,0,NA,2017-08,,
08/23/2017,N9515.108626SUNJOURNAL.COM,DISPLAY,FY2018_Umbrella,2,0,730,2,1,6,2,732,NA,2017-08,,
08/23/2017,N9515.1355588DOUBLECLICK.COMBI25,DISPLAY,FY2017_Umbrella,3,3,0,3,3,3,3,0,NA,2017-08,,
08/24/2017,BDN,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-08,,
08/24/2017,COLLECTIVE,PREROLL,FY2015_Transfer,1,1,0,1,0,1,1,0,NA,2017-08,,
08/24/2017,DBM,DISPLAY,FY2017_Umbrella,9,1,162,4,0,9,4,162,NA,2017-08,,
08/24/2017,DBM,DISPLAY,FY2018_Umbrella,18,17,0,18,18,19,18,0,NA,2017-08,,
08/24/2017,DBM,VIDEO,FY2018_Umbrella,5,2,174,3,3,5,3,174,NA,2017-08,,
08/24/2017,Facebook,LeadGen,FY2018_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2017-08,,
08/24/2017,Facebook,PageLink,FY2018_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2017-08,,
