Date,landingPagePath,source,medium,Ad,campaign,region,city,uniquePageviews,bounces,timeOnPage,sessions,newUsers,pageviews,exits,sessionDuration
7/3/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Massachusetts,Boston,1,1,0,1,0,1,1,0
7/3/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Boston,1,1,0,1,0,1,1,0
7/3/2017,/office-of-admissions/visit-usm,WESTBROOKMAINE.COM,REFERRAL,(NOT SET),(not set),Maine,Westbrook,2,2,0,2,1,2,2,0
7/4/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Pennsylvania,Maple Glen,1,1,0,1,0,1,1,0
7/4/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),District of Columbia,Washington,1,1,0,1,0,1,1,0
7/4/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Derry,1,1,0,1,0,1,1,0
7/6/2017,/gallery/visiting-curator-talk-diana-tuite,GOOGLE,ORGANIC,(NOT SET),(not set),New York,New York,1,1,0,1,1,1,1,0
7/6/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Brockton,1,1,0,1,0,1,1,0
7/6/2017,/office-of-admissions/visit-usm,YAHOO,ORGANIC,(NOT SET),(not set),Maine,Brunswick,1,1,0,1,0,1,1,0
7/6/2017,/office-of-admissions/visit-usm,YAHOO,ORGANIC,(NOT SET),(not set),Maine,Waterville,5,0,311,1,0,6,1,311
7/7/2017,/about/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Lewiston,4,0,130,1,0,4,1,130
7/7/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New York,New York,1,1,0,1,1,1,1,0
7/7/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Connecticut,New Haven,1,1,0,1,0,1,1,0
7/7/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Boston,2,0,113,1,0,2,1,113
7/7/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Rhode Island,South Kingstown,1,1,0,1,0,1,1,0
7/7/2017,/publicaffairs/visiting-artist-gina-adams-shares-methods-painting-hot-wax,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Dover,1,1,0,1,1,1,1,0
7/8/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Connecticut,Madison,1,1,0,1,0,1,1,0
7/9/2017,/art/visiting-artists-program,GOOGLE,ORGANIC,(NOT SET),(not set),New Jersey,Bloomingdale,1,1,0,1,1,1,1,0
7/9/2017,/art/visiting-artists-program,SEARCH.XFINITY.COM,REFERRAL,(NOT SET),(not set),Maine,Portland,1,1,0,1,1,1,1,0
7/9/2017,/office-of-admissions/visit-usm,GOOGLE,CPC,UNDERGRADUATE DEGREE PROGRAMS,FY2017_Undergrad,Maine,Bath,1,1,0,1,0,1,1,0
7/11/2017,/dsc/visiting-student-accommodations-request-form,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Boston,1,1,0,1,0,1,1,0
7/11/2017,/gallery/visiting-curator-talk-diana-tuite,GOOGLE,ORGANIC,(NOT SET),(not set),New York,New York,1,1,0,1,1,1,1,0
7/11/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),North Carolina,Lumberton,1,1,0,1,0,1,1,0
7/11/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Connecticut,Stamford,1,1,0,1,0,1,1,0
7/11/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Lisbon,1,1,0,1,0,1,1,0
7/11/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Minnesota,Eden Prairie,2,0,49,1,0,2,1,49
7/12/2017,/dsc/visiting-student-accommodations-request-form,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Kennebunkport,2,2,0,2,0,2,2,0
7/12/2017,/dsc/visiting-student-accommodations-request-form,GOOGLE,ORGANIC,(NOT SET),(not set),Moscow,Moscow,1,1,0,1,1,1,1,0
7/12/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),(not set),(not set),1,1,0,1,1,1,1,0
7/12/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Maine,Lewiston,1,1,0,1,1,1,1,0
7/12/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Maine,Saco,1,1,0,1,1,1,1,0
7/12/2017,/office-of-admissions/visit-usm,BING,ORGANIC,(NOT SET),(not set),Maine,Bangor,1,1,0,1,0,1,1,0
7/12/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Lisbon,1,0,459,1,0,2,1,459
7/12/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Boston,1,0,497,1,1,2,1,497
7/13/2017,/about/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Massachusetts,Lynn,10,0,368,1,1,17,1,369
7/13/2017,/about/visit-usm,YAHOO,ORGANIC,(NOT SET),(not set),Connecticut,Granby,1,1,0,1,0,1,1,0
7/13/2017,/dsc/visiting-student-accommodations-request-form,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Kennebunkport,1,1,0,1,0,1,1,0
7/13/2017,/dsc/visiting-student-accommodations-request-form,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Boston,1,1,0,1,0,1,1,0
7/13/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Connecticut,Madison,1,1,0,1,0,1,1,0
7/13/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Hampden,3,0,28,1,0,3,1,28
7/14/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Saco,1,1,0,1,0,1,1,0
7/14/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Hampton,1,1,0,1,0,1,1,0
7/14/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Newmarket,1,1,0,1,0,1,1,0
7/15/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Connecticut,Madison,1,1,0,1,0,1,1,0
7/15/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Boston,3,3,0,3,0,3,3,0
7/16/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Connecticut,Madison,1,1,0,1,0,1,1,0
7/16/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Belgrade,1,1,0,1,0,1,1,0
7/16/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Lisbon,3,0,89,1,0,3,1,89
7/17/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Maine,Wells,1,1,0,1,1,1,1,0
7/17/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Hollis,1,1,0,1,0,1,1,0
7/17/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Auburn,1,1,0,1,0,1,1,0
7/17/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New York,New York,1,1,0,1,0,1,1,0
7/19/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New York,New York,4,1,73,2,0,4,2,73
7/19/2017,/office-of-admissions/visit-usm,BING,ORGANIC,(NOT SET),(not set),New Jersey,Newark,1,1,0,1,0,1,1,0
7/19/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Connecticut,Madison,1,1,0,1,0,1,1,0
7/20/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Maine,Wells,1,1,0,1,1,1,1,0
7/20/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Brentwood,1,1,0,1,0,1,1,0
7/21/2017,/about/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Lincoln,4,0,38,1,1,5,1,37
7/21/2017,/about/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Portland,3,0,155,1,0,6,1,155
7/21/2017,/about/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Yarmouth,5,0,1075,1,0,6,1,1075
7/21/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New York,New York,1,1,0,1,0,1,1,0
7/21/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New York,South Glens Falls,1,0,5,1,0,1,1,5
7/21/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Vermont,Barre,2,0,518,1,0,2,1,518
7/22/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Hampton,1,1,0,1,0,1,1,0
7/24/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Merrimack,1,0,704,1,0,2,1,704
7/24/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Wisconsin,Baraboo,1,1,0,1,0,1,1,0
7/24/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Auburn,1,1,0,1,0,1,1,0
7/24/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New York,South Glens Falls,4,0,524,1,0,4,1,524
7/24/2017,/publicaffairs/visiting-artist-gina-adams-shares-methods-painting-hot-wax,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Worcester,1,1,0,1,1,1,1,0
7/25/2017,/about/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Levant,3,0,89,1,0,3,1,90
7/25/2017,/art/visiting-artists-program,GOOGLE,ORGANIC,(NOT SET),(not set),(not set),Port-of-Spain,2,2,0,2,1,2,2,0
7/25/2017,/gallery/visiting-curator-talk-diana-tuite,GOOGLE,ORGANIC,(NOT SET),(not set),New York,New York,1,1,0,1,0,1,1,0
7/25/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Jersey,Cherry Hill,1,1,0,1,1,1,1,0
7/25/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Wisconsin,Pardeeville,1,1,0,1,0,1,1,0
7/25/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Vermont,(not set),2,0,231,1,0,2,1,231
7/25/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Vermont,Morristown,1,0,533,1,0,3,1,533
7/25/2017,/office-of-amissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Maine,Falmouth,7,0,64,1,1,8,1,63
7/25/2017,/publicaffairs/visiting-artist-gina-adams-shares-methods-painting-hot-wax,GOOGLE,ORGANIC,(NOT SET),(not set),Utah,Salt Lake City,1,1,0,1,1,1,1,0
7/26/2017,/about/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),District of Columbia,Washington,2,0,17,1,1,2,1,17
7/26/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Merrimack,1,1,0,1,0,1,1,0
7/26/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Boston,1,1,0,1,0,1,1,0
7/26/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New York,South Glens Falls,1,0,6,1,0,1,1,6
7/26/2017,/office-of-admissions/visit-usm,MG.MAIL.YAHOO.COM,REFERRAL,(NOT SET),(not set),Massachusetts,North Andover,1,1,0,1,0,1,1,0
7/27/2017,/art/visiting-artists-program,GOOGLE,ORGANIC,(NOT SET),(not set),California,Ventura,1,1,0,1,1,1,1,0
7/27/2017,/engineering/visit-pratt-and-whitney,GOOGLE,ORGANIC,(NOT SET),(not set),Maharashtra,Nagpur,1,1,0,1,1,1,1,0
7/27/2017,/gallery/visiting-curator-talk-diana-tuite,GOOGLE,ORGANIC,(NOT SET),(not set),New York,New York,1,0,121,1,1,2,1,121
7/27/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Massachusetts,Boston,1,0,1224,1,1,2,1,1224
7/27/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Massachusetts,Sturbridge,1,0,1535,1,1,2,1,1535
7/27/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Merrimack,1,1,0,1,0,1,1,0
7/27/2017,/office-of-admissions/visit-usm,MYCAMPUS.MAINE.EDU,REFERRAL,(NOT SET),(not set),New York,South Glens Falls,1,0,1725,1,0,2,1,1726
7/28/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Massachusetts,Boston,2,1,457,2,2,3,2,457
7/28/2017,/publicaffairs/visiting-artist-gina-adams-shares-methods-painting-hot-wax,GOOGLE,ORGANIC,(NOT SET),(not set),New York,New York,1,1,0,1,1,1,1,0
7/29/2017,/dsc/visiting-student-accommodations-request-form,GOOGLE,ORGANIC,(NOT SET),(not set),West Java,Bekasi,1,1,0,1,1,1,1,0
7/29/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Dover,1,1,0,1,0,1,1,0
7/29/2017,/publicaffairs/visiting-artist-gina-adams-shares-methods-painting-hot-wax,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Brockton,2,0,101,1,1,2,1,101
7/30/2017,/about/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Rockland,2,0,15,1,1,2,1,15
7/30/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Merrimack,2,2,0,2,0,2,2,0
7/30/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Vermont,Rutland,1,1,0,1,0,1,1,0
7/30/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New York,New York,1,1,0,1,0,1,1,0
7/30/2017,/publicaffairs/visiting-curator-robert-r-riley-give-two-free-art-talks,BING,ORGANIC,(NOT SET),(not set),Maine,Portland,1,1,0,1,0,1,1,0
7/31/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Merrimack,2,2,0,2,1,2,2,0
7/31/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Livermore Falls,1,1,0,1,0,1,1,0
8/1/2017,/engineering/visit-pratt-and-whitney,BING,ORGANIC,(NOT SET),(not set),Connecticut,Watertown,1,1,0,1,1,1,1,0
8/1/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Maine,Scarborough,1,1,0,1,1,1,1,0
8/1/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Maine,Winthrop,3,3,0,3,3,3,3,0
8/1/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Massachusetts,Plymouth,1,1,0,1,1,1,1,0
8/1/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Merrimack,1,1,0,1,0,1,1,0
8/1/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),North Carolina,Greenville,1,1,0,1,0,1,1,0
8/1/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Connecticut,Killingly,2,0,161,1,1,2,1,161
8/1/2017,/office-of-admissions/visit-usm,MYCAMPUS.MAINE.EDU,REFERRAL,(NOT SET),(not set),New York,South Glens Falls,2,0,11,1,0,2,1,12
8/2/2017,/international/visiting-scholars,YAHOO,ORGANIC,(NOT SET),(not set),West Bengal,Kolkata,10,0,602,1,0,14,1,601
8/2/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Maine,Winthrop,1,1,0,1,1,1,1,0
8/2/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Massachusetts,Boston,1,1,0,1,1,1,1,0
8/2/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Massachusetts,East Longmeadow,5,0,2834,1,0,8,1,2835
8/2/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Dover,1,1,0,1,0,1,1,0
8/2/2017,/office-of-admissions/visit-usm,MYCAMPUS.MAINE.EDU,REFERRAL,(NOT SET),(not set),New York,South Glens Falls,5,0,293,2,0,7,2,293
8/3/2017,/about/visit-usm,FB/IG,REFERRAL,(NOT SET),(not set),New York,New York,1,1,0,1,1,1,1,0
8/3/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Merrimack,2,2,0,2,0,2,2,0
8/3/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Connecticut,East Haven,14,0,1923,1,0,21,1,1923
8/3/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Rockport,3,0,2355,1,0,5,1,2356
8/3/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Londonderry,2,0,19,1,0,2,1,19
8/3/2017,/office-of-admissions/visit-usm,MYCAMPUS.MAINE.EDU,REFERRAL,(NOT SET),(not set),New York,South Glens Falls,1,0,3,1,0,1,1,3
8/4/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Brunswick,1,1,0,1,1,1,1,0
8/4/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Boston,1,1,0,1,1,1,1,0
8/4/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Pelham,2,0,454,1,0,2,1,454
8/4/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Jersey,Mount Holly,2,0,242,1,0,2,1,242
8/5/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Merrimack,5,5,0,5,0,5,5,0
8/5/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Augusta,1,1,0,1,0,1,1,0
8/5/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New York,New York,2,2,0,2,1,2,2,0
8/6/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Massachusetts,Greenfield,1,1,0,1,1,1,1,0
8/6/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Merrimack,1,1,0,1,0,1,1,0
8/6/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Newton,2,0,109,1,0,3,1,109
8/7/2017,/art/visiting-artists-program,GOOGLE,ORGANIC,(NOT SET),(not set),New Jersey,Lambertville,1,1,0,1,1,1,1,0
8/7/2017,/gallery/visiting-curator-talk-diana-tuite,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Waterville,1,1,0,1,1,1,1,0
8/7/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Massachusetts,Boston,4,0,410,1,1,4,1,410
8/7/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Augusta,4,0,1366,1,0,6,1,1366
8/7/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Freeport,2,0,708,1,0,3,1,708
8/7/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Lewiston,1,1,0,1,0,1,1,0
8/7/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Boston,1,1,0,1,0,1,1,0
8/7/2017,/office-of-admissions/visit-usm,MAINE.EDU,REFERRAL,(NOT SET),(not set),New York,South Glens Falls,1,0,13,1,0,1,1,13
8/7/2017,/office-of-admissions/visit-usm,USM.SECURE.FORCE.COM,REFERRAL,(NOT SET),(not set),Connecticut,Wallingford,1,1,0,1,0,1,1,0
8/8/2017,/about/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Hanover,6,0,245,1,1,9,1,245
8/8/2017,/art/visiting-artists-program,GOOGLE,ORGANIC,(NOT SET),(not set),Connecticut,Windsor,1,1,0,1,1,1,1,0
8/8/2017,/art/visiting-artists-program,GOOGLE,ORGANIC,(NOT SET),(not set),New York,Delmar,3,0,224,1,1,5,1,223
8/8/2017,/music/visiting-artist-dr-arlene-shrut-career-development-singers,MARIANAMIHAIZOETER.COM,REFERRAL,(NOT SET),(not set),Virginia,Winchester,1,1,0,1,0,1,1,0
8/8/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Maine,Camden,4,0,93,1,1,4,1,94
8/8/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Dover,1,1,0,1,1,1,1,0
8/8/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Litchfield,16,0,764,1,1,20,1,766
8/8/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New York,(not set),1,1,0,1,0,1,1,0
8/8/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Pennsylvania,Gettysburg,1,1,0,1,1,1,1,0
8/8/2017,/office-of-admissions/visit-usm,BING,ORGANIC,(NOT SET),(not set),Massachusetts,New Bedford,1,1,0,1,0,1,1,0
8/8/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Newton,1,0,1,1,0,2,1,1
8/8/2017,/office-of-admissions/visit-usm,USM.SECURE.FORCE.COM,REFERRAL,(NOT SET),(not set),Connecticut,New Haven,1,1,0,1,0,1,1,0
8/9/2017,/engineering/visit-pratt-and-whitney,BING,ORGANIC,(NOT SET),(not set),Massachusetts,Marlborough,1,1,0,1,1,1,1,0
8/9/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Massachusetts,Boston,2,2,0,2,2,2,2,0
8/9/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Newton,2,1,0,2,0,3,2,0
8/9/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Rhode Island,Lincoln,1,1,0,1,0,1,1,0
8/9/2017,/office-of-admissions/visit-usm,USM.SECURE.FORCE.COM,REFERRAL,(NOT SET),(not set),Connecticut,Wallingford,1,1,0,1,0,1,1,0
8/10/2017,/art/visiting-artists-program,DIRECT,(NONE),(NOT SET),(not set),California,Los Angeles,2,0,311,1,1,2,1,311
8/10/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Maine,Sanford,1,1,0,1,1,1,1,0
8/10/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Biddeford,1,1,0,1,0,1,1,0
8/10/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Freeport,2,0,64,1,0,2,1,64
8/10/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Sanford,1,0,0,1,0,2,1,0
8/10/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Hanover,7,0,332,1,1,8,1,332
8/10/2017,/publicaffairs/visiting-artist-gina-adams-shares-methods-painting-hot-wax,GOOGLE,ORGANIC,(NOT SET),(not set),North Carolina,Cullowhee,1,1,0,1,1,1,1,0
8/11/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,South Portland,1,1,0,1,0,1,1,0
8/11/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Merrimack,2,0,831,1,0,5,1,830
8/12/2017,/art/visiting-artists-program,DIRECT,(NONE),(NOT SET),(not set),California,Los Angeles,1,1,0,1,0,1,1,0
8/12/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Connecticut,Stamford,2,0,148,1,1,2,1,148
8/12/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,South Portland,1,1,0,1,0,1,1,0
8/12/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Vermont,Barre,1,1,0,1,0,1,1,0
8/13/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),New Hampshire,Dunbarton,1,1,0,1,1,1,1,0
8/13/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Connecticut,Madison,1,1,0,1,0,1,1,0
8/13/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Springfield,5,0,281,1,0,6,1,281
8/14/2017,/office-of-admissions/visit-usm,MAINE.EDU,REFERRAL,(NOT SET),(not set),New York,South Glens Falls,7,0,158,1,0,8,1,158
8/15/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Maine,Portland,2,0,2,1,0,2,1,2
8/15/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Maine,Scarborough,1,1,0,1,1,1,1,0
8/15/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Lewiston,1,1,0,1,0,1,1,0
8/15/2017,/office-of-admissions/visit-usm,MAINE.EDU,REFERRAL,(NOT SET),(not set),New York,South Glens Falls,1,0,4,1,0,1,1,4
8/16/2017,/music/visiting-artist-dr-john-kratus-contemporary-musicking-residency-and-music-education-symposium,FB/IG,REFERRAL,(NOT SET),(not set),Maine,Scarborough,2,0,87,1,0,2,1,87
8/16/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Massachusetts,Milton,1,1,0,1,1,1,1,0
8/16/2017,/office-of-admissions/visit-usm,BING,ORGANIC,(NOT SET),(not set),Massachusetts,Webster,1,1,0,1,0,1,1,0
8/16/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Waldoboro,1,1,0,1,0,1,1,0
8/16/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),Massachusetts,Boston,1,1,0,1,0,1,1,0
8/16/2017,/office-of-admissions/visit-usm,GOOGLE,ORGANIC,(NOT SET),(not set),New Hampshire,Littleton,1,1,0,1,0,1,1,0
8/17/2017,/gallery/visiting-curator-talk-diana-tuite,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Waterville,1,1,0,1,1,1,1,0
8/17/2017,/office-of-admissions/visit-usm,DIRECT,(NONE),(NOT SET),(not set),Massachusetts,Boston,1,1,0,1,1,1,1,0
