Date,landingPagePath,source,medium,Ad,campaign,region,city,uniquePageviews,bounces,timeOnPage,sessions,newUsers,pageviews,exits,sessionDuration
03/14/2019,/office-of-admissions/new-england-regional-tuition-program,IG,VID,FA20_BR_IG_VID_TL_UG_D_3,FY2019_SpringTravel,Massachusetts,Concord,1,1,0,1,1,1,1,0
03/14/2019,/office-of-admissions/new-england-regional-tuition-program,IG,DISP,FA20_BR_IG_DISP_TL_UG_S_4,FY2019_SpringTravel,Connecticut,Meriden,1,1,0,1,1,1,1,0
03/14/2019,/office-of-admissions/new-england-regional-tuition-program,IG,VID,FA20_BR_IG_VID_TL_UG_D_1,FY2019_SpringTravel,Massachusetts,Malden,1,1,0,1,1,1,1,0
03/14/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR0asMpq_Dt7hMGaj3NrGVPY9bbBoqUcB8g_rY_9yxkFONeAsePwA51f1T8,IG,VID,FA20_BR_IG_VID_TL_UG_D_3,FY2019_SpringTravel,California,(not set),1,1,0,1,1,1,1,0
03/14/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR0T4VyKDmuc-TvyPXVU0t6kk8ec1GcO1CGcX6q-ZdxLvOtsaOspbr-GDSQ,IG,DISP,FA20_BR_IG_DISP_TL_UG_S_3,FY2019_SpringTravel,California,(not set),1,1,0,1,1,1,1,0
03/14/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR1sVB_TucATneFXpmtgaVxvrAEde5WHNMliDT-o4ERZ4RHFXOF8hFz3Utc,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_4,FY2019_SpringTravel,California,(not set),1,1,0,1,1,1,1,0
03/14/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR1Z2ZY9lq1_fLhgW7SKkc4eqwbixfFoFB9Jj6XW2ea0-EVwsPJ69f4XE5Y,IG,DISP,FA20_BR_IG_DISP_TL_UG_S_3,FY2019_SpringTravel,California,Davis,1,1,0,1,1,1,1,0
03/14/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR33k9cm5EvutYCVTKBY1Stw3_pFSTB88bkBJdlSDiJMvUWQuIaZ-fio75I,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_5,FY2019_SpringTravel,West Bengal,Kolkata,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_1,FY2019_SpringTravel,South Carolina,Dillon,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_3,FY2019_SpringTravel,Massachusetts,Boston,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_3,FY2019_SpringTravel,New Hampshire,Hollis,1,1,0,1,0,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_5,FY2019_SpringTravel,Maryland,California,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_5,FY2019_SpringTravel,Massachusetts,Boston,1,1,0,1,0,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_5,FY2019_SpringTravel,Massachusetts,Malden,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_6,FY2019_SpringTravel,Massachusetts,Malden,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_7,FY2019_SpringTravel,Connecticut,Norwich,2,0,139,1,1,2,1,139
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_7,FY2019_SpringTravel,Massachusetts,Gloucester,2,0,14,1,1,2,1,14
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_7,FY2019_SpringTravel,New York,New York,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,Kansas,Coffeyville,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,Massachusetts,Sudbury,1,1,0,1,0,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,South Carolina,Dillon,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_3,FY2019_SpringTravel,Virginia,Ashburn,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_4,FY2019_SpringTravel,Connecticut,Windsor Locks,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_5,FY2019_SpringTravel,Connecticut,Meriden,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_5,FY2019_SpringTravel,Tennessee,Nashville,1,1,0,1,0,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Massachusetts,Mashpee,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Rhode Island,Westerly,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Tennessee,Nashville,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program,GOOGLE,REFERRAL,(NOT SET),(not set),Massachusetts,Westford,1,1,0,1,0,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR1e7VSL2qJdqfNJOydW8GKY4m-gZdtvlrfX4g8yLb1yU2Dh0bInWHC64VI,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,New Jersey,Edison,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR1rIJmv9a-yIDj34-MvruUaAoPK5SloBxXBthbfkhtR_Dx0EJ4Iz9psv5o,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_2,FY2019_SpringTravel,Massachusetts,Haverhill,1,1,0,1,1,1,1,0
03/15/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR1vs_QZsPK3rceXjJ8LHSMPFjoNWiC2pXUcg1C4QoFMu7Og0g0KAoRUKks,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_5,FY2019_SpringTravel,Connecticut,Groton,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_1,FY2019_SpringTravel,Kansas,Coffeyville,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_4,FY2019_SpringTravel,District of Columbia,Washington,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_4,FY2019_SpringTravel,New Hampshire,Merrimack,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_5,FY2019_SpringTravel,Connecticut,Meriden,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_5,FY2019_SpringTravel,Connecticut,Woodstock,2,2,0,2,1,2,2,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_5,FY2019_SpringTravel,Kansas,Coffeyville,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_6,FY2019_SpringTravel,Connecticut,Woodstock,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_6,FY2019_SpringTravel,Kansas,Coffeyville,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_6,FY2019_SpringTravel,New Hampshire,Merrimack,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,California,Los Angeles,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,Kansas,Coffeyville,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,Maryland,California,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,Massachusetts,Sudbury,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_2,FY2019_SpringTravel,Connecticut,Groton,1,0,57,1,1,2,1,57
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_2,FY2019_SpringTravel,Massachusetts,Malden,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_3,FY2019_SpringTravel,Massachusetts,Boston,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_1,FY2019_SpringTravel,Connecticut,Hartford,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_1,FY2019_SpringTravel,Connecticut,Newington,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_1,FY2019_SpringTravel,Massachusetts,Boston,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_1,FY2019_SpringTravel,Tennessee,Nashville,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Connecticut,Meriden,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Massachusetts,Concord,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Massachusetts,Norwood,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,New Hampshire,Merrimack,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,IG,VID,FA20_BR_IG_VID_TL_UG_D_3,FY2019_SpringTravel,Massachusetts,Boston,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,IG,VID,FA20_BR_IG_VID_TL_UG_D_3,FY2019_SpringTravel,New York,New York,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,IG,DISP,FA20_BR_IG_DISP_TL_UG_S_2,FY2019_SpringTravel,North Carolina,Swansboro,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program,IG,DISP,FA20_BR_IG_DISP_TL_UG_S_4,FY2019_SpringTravel,Massachusetts,Barnstable,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR0cSosYMxhy3fHRTP9HL9QPOpGvVxAmNZyLRDCzsIUt3HoqOEtPBif-fmw,IG,VID,FA20_BR_IG_VID_TL_UG_D_3,FY2019_SpringTravel,West Bengal,Kolkata,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR1nCnb-YNkYMmMn5-wtko8ivWLYXjQFZ3R7giEJLocCMUsTNpKKgkbB-Hs,IG,DISP,FA20_BR_IG_DISP_TL_UG_S_3,FY2019_SpringTravel,California,Sacramento,1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR1wTaQtfD-CrJjjLI8Y1e9UqhAox9CHI2jLJjSD38IU7d_93yy68Vwf-Kk,FB,VID,FA20_BR_FB_VID_TL_UG_D_1,FY2019_SpringTravel,California,(not set),1,1,0,1,1,1,1,0
03/16/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR22fZH0fcFVnr5MW4m3GIafGAqIYJk6rULTwLwEeYHbGPsrqNNXQRQwx2Q,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_2,FY2019_SpringTravel,Connecticut,Hartford,3,0,56,1,1,4,1,56
03/16/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR3pM7fMS05-TU10Xr0XmCOk3s_NOD59LP0Pyk2EDngTibYYOYZ1MidOLYI,FB,CAROUSEL,FA20_BR_FB_CAR_TL_UG_I_1,FY2019_SpringTravel,California,(not set),1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_5,FY2019_SpringTravel,Maryland,California,1,0,0,1,1,2,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_5,FY2019_SpringTravel,Massachusetts,Boston,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_5,FY2019_SpringTravel,Massachusetts,Sudbury,2,2,0,2,1,2,2,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_5,FY2019_SpringTravel,New Hampshire,Merrimack,1,0,3,1,1,2,1,3
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_7,FY2019_SpringTravel,Massachusetts,Bourne,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,Connecticut,Enfield,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,Connecticut,New Haven,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,District of Columbia,Washington,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,New Hampshire,Merrimack,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_2,FY2019_SpringTravel,Massachusetts,Paxton,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_2,FY2019_SpringTravel,New Hampshire,Plaistow,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_3,FY2019_SpringTravel,Connecticut,Norwich,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_1,FY2019_SpringTravel,Massachusetts,Billerica,5,0,390,1,1,8,1,389
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Massachusetts,Billerica,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Massachusetts,Malden,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Rhode Island,Westerly,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,GOOGLE,ORGANIC,(NOT SET),(not set),Vermont,Stowe,1,1,0,1,0,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,IG,DISP,FA20_BR_IG_DISP_TL_UG_S_2,FY2019_SpringTravel,Massachusetts,Everett,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program,IG,DISP,FA20_BR_IG_DISP_TL_UG_S_2,FY2019_SpringTravel,Massachusetts,Malden,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR09Hpf6l_RfNldZBGfDTE09DS11K26AYNU-lQXUQdrnOOjiIUylbu_C9vI,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_2,FY2019_SpringTravel,West Bengal,Kolkata,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR0xDZe-q8Tncby5oK6mfiejcCKvhCGnp1rfqXirH98RWqVfk9umR1fleig,IG,DISP,FA20_BR_IG_DISP_TL_UG_S_1,FY2019_SpringTravel,California,(not set),1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR175glUDFMGk3Zz0LASna48Hu6pGfpENEy3iDzF5TmaOR9wFLfI5kJtl3E,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_3,FY2019_SpringTravel,California,(not set),1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR1MhQ7Pm45WoddrjFOK4WwadWDHR_Sj0tz-BmOkCFGhh691uWptvFGCOXk,IG,DISP,FA20_BR_IG_DISP_TL_UG_S_2,FY2019_SpringTravel,West Bengal,Kolkata,1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR1nON4fV7NLmSl-yvSVGy9fU8nXUUS-Exx_-LBlwpv8y4SvbcUHVZZjgbk,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,(not set),(not set),1,1,0,1,1,1,1,0
03/17/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR3t5Q0Pgoc-vUYt2j6IAEFMCGCmgTGoRQZivgBtvyep06eWv7n_XRI6dRI,IG,VID,FA20_BR_IG_VID_TL_UG_D_3,FY2019_SpringTravel,California,(not set),1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,BDN,VID,FA20_BR_BDN_ALL_UNI_D_1,FY2019_Umbrella,Maine,Lewiston,1,1,0,1,0,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_1,FY2019_SpringTravel,Kansas,Coffeyville,3,3,0,3,3,3,3,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_1,FY2019_SpringTravel,South Carolina,Dillon,2,2,0,2,2,2,2,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_4,FY2019_SpringTravel,Kansas,Coffeyville,2,2,0,2,2,2,2,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_5,FY2019_SpringTravel,Massachusetts,Boston,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_5,FY2019_SpringTravel,Massachusetts,Malden,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_6,FY2019_SpringTravel,Kansas,Coffeyville,5,5,0,5,4,5,5,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_6,FY2019_SpringTravel,Massachusetts,Billerica,2,2,0,2,1,2,2,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_7,FY2019_SpringTravel,Connecticut,Enfield,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,Jeollanam-do,Suncheon-si,3,2,7,3,3,4,3,7
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,Kansas,Coffeyville,6,6,0,6,6,6,6,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,DBM,DISP,FA20_BR_DBM_DISP_TL_UG_S_8,FY2019_SpringTravel,South Carolina,Dillon,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,FB,CAROUSEL,FA20_BR_FB_CAR_TL_UG_I_2,FY2019_SpringTravel,Massachusetts,Newton,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_1,FY2019_SpringTravel,Massachusetts,Boston,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_2,FY2019_SpringTravel,Connecticut,Norwich,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_3,FY2019_SpringTravel,Massachusetts,Boston,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_4,FY2019_SpringTravel,Massachusetts,Lowell,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Massachusetts,Andover,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Massachusetts,Boston,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Massachusetts,Brookline,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Massachusetts,Hopkinton,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Massachusetts,Lawrence,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Massachusetts,Sudbury,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,Rhode Island,Providence,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,GOOGLE,ORGANIC,(NOT SET),(not set),Maine,Auburn,4,0,58,1,0,4,1,58
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,IG,CAROUSEL,FA20_BR_IG_CAR_TL_UG_I_2,FY2019_SpringTravel,Massachusetts,Weston,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,IG,VID,FA20_BR_IG_VID_TL_UG_D_3,FY2019_SpringTravel,Connecticut,Wallingford,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,IG,VID,FA20_BR_IG_VID_TL_UG_D_3,FY2019_SpringTravel,Massachusetts,Boston,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,IG,VID,FA20_BR_IG_VID_TL_UG_D_3,FY2019_SpringTravel,Massachusetts,Everett,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,IG,VID,FA20_BR_IG_VID_TL_UG_D_3,FY2019_SpringTravel,Massachusetts,Lawrence,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,IG,DISP,FA20_BR_IG_DISP_TL_UG_S_2,FY2019_SpringTravel,Massachusetts,Arlington,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program,GOOGLE,REFERRAL,(NOT SET),(not set),Maine,Lewiston,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR0gMhfnmnq0csa9eEwnzOB3NQ57OEk3nC-a_Hw7gFHc7d5EH5p70OFs5lI,FB,VID,FA20_BR_FB_VID_TL_UG_D_2,FY2019_SpringTravel,(not set),(not set),1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR15gn-0wMJO662sD-GadOn4-b4E7Em0nDxLB9qzZpWZJyyNWP8OKCz9I9E,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_5,FY2019_SpringTravel,Connecticut,New Haven,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR1fi5qC4bplxI_3WSgrdCdcu4UW_yaWCtV6GXNWsMm3BnAevNN-veHwlVM,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_4,FY2019_SpringTravel,Georgia,Riverdale,1,1,0,1,1,1,1,0
03/18/2019,/office-of-admissions/new-england-regional-tuition-program?fbclid=IwAR1FN6pNoeSb03pLeJ_LpofH6-U3Xf-k2OQEOVx0-Ybp6VKsZ87TA75KzCo,FB,DISP,FA20_BR_FB_DISP_TL_UG_S_2,FY2019_SpringTravel,Arizona,Sierra Vista,1,1,0,1,1,1,1,0
